allowedToOperate,bipdInsuranceOnFile,bipdInsuranceRequired,bipdRequiredAmount,bondInsuranceOnFile,bondInsuranceRequired,brokerAuthorityStatus,cargoInsuranceOnFile,cargoInsuranceRequired,censusTypeId,commonAuthorityStatus,contractAuthorityStatus,crashTotal,dbaName,dotNumber,driverInsp,driverOosInsp,driverOosRate,driverOosRateNationalAverage,ein,fatalCrash,hazmatInsp,hazmatOosInsp,hazmatOosRate,hazmatOosRateNationalAverage,injCrash,isPassengerCarrier,issScore,legalName,mcs150Outdated,oosDate,oosRateNationalAverageYear,phyCity,phyCountry,phyState,phyStreet,phyZipcode,reviewDate,reviewType,safetyRating,safetyRatingDate,safetyReviewDate,safetyReviewType,snapshotDate,statusCode,totalDrivers,totalPowerUnits,towawayCrash,vehicleInsp,vehicleOosInsp,vehicleOosRate,vehicleOosRateNationalAverage,carrierOperation.carrierOperationCode,carrierOperation.carrierOperationDesc
Y,1000,Y,750,0,u,N,5,u,0,A,N,0,TOTAL LOGISTICS SOLUTIONS,1000667,0,0,0,5.51,911995255,0,0,0,0,4.5,0,0,0,TLS MANAGEMENT INC,N,0,2009-2010,OMAHA,US,NE,6905 N 97TH CIRCLE,68122,0,0,0,0,0,0,0,I,3,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,TMW LOGISTICS,1000668,0,0,0,5.51,364464612,0,0,0,0,4.5,0,0,0,TMW INCORPORATED,N,0,2009-2010,CHICAGO,US,IL,4153 NORTH MCVICKER AVE,60605,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,CLAY FLEMON HAULING,1000669,0,0,0,5.51,300033281,0,0,0,0,4.5,0,0,0,CLAY FLEMON,N,0,2009-2010,JONESBORO,US,AR,5104 SHASTA DR,72404,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,5,u,0,I,N,0,P&C TRUCKING,1000671,0,0,0,5.51,718955610,0,0,0,0,4.5,0,0,0,BRIAN THOMAS TROTTIER,N,0,2009-2010,KELOWNA,CA,BC,325 MARA RD,V1X 2T1,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,PRIMA ENTERPRISES,1000675,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,ANATOLY GERMATENKO,N,0,2009-2010,TORONTO,CA,ON,101 BONNYVIEW DR,M8Y 3G8,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,SHANE COX TRUCKING,1000682,0,0,0,5.51,640939827,0,0,0,0,4.5,0,0,0,SHANE COX,N,0,2009-2010,GUNTOWN,US,MS,154 CR 2640,38849,0,0,0,0,0,0,0,I,2,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,DAN SLOAN TRUCKING,1000685,0,0,0,5.51,400000354,0,0,0,0,4.5,0,0,0,DAN SLOAN,N,0,2009-2010,OSBORN,US,MO,172 W PLATTE STREET,64474,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,5000,0,u,N,0,u,0,I,N,0,A 1 LUXURY COACH,1000687,0,0,0,5.51,651142343,0,0,0,0,4.5,0,0,0,AVENTURA LIMO AND BUS SERVICE INC,N,0,2009-2010,MEDLEY,US,FL,8245 NW 93 ST,33166,2014-09-05,C,S,2014-09-16,2014-09-05,C,0,I,13,11,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,RL ENTERPRISES,1000699,0,0,0,5.51,300026057,0,0,0,0,4.5,0,0,0,ROBERT T SCHOLFIELD,N,0,2009-2010,CENTENNIAL,US,CO,6214 S ALBION WAY,80121,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000711,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,LINNIE GOTCHY,N,0,2009-2010,SANDY,US,OR,18165 BLUFF RD,97055,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,TWIN ANCHORS,1000721,0,0,0,5.51,105428304,0,0,0,0,4.5,0,0,0,TWIN ANCHORS MARINE 1977 LTD,N,0,2009-2010,SICAMOUS,CA,BC,675 OLD TOWN ROAD,V0E 2V4,0,0,0,0,0,0,0,I,2,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000725,0,0,0,5.51,300238953,0,0,0,0,4.5,0,0,0,MIKIE BOY TRANSPORT INC,N,0,2009-2010,WHITTIER,US,CA,15663 STARBUCK STREET,90603,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000726,0,0,0,5.51,541842140,0,0,0,0,4.5,0,0,0,DENNIS STANLEY TRUCKING INC,N,0,2009-2010,COEBURN,US,VA,8609 CRANES NEST ROAD,24230,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
N,0,Y,300,0,u,N,0,Y,0,I,N,0,0,1000749,0,0,0,5.51,911748493,0,0,0,0,4.5,0,0,0,ROUSH MOVING & STORAGE INC,N,2017-06-30,2009-2010,RAPID CITY,US,SD,1876 LOMBARDY DR,57703,0,0,0,0,0,0,0,I,4,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,PAYLESS AUTO PARTS,1000750,0,0,0,5.51,742849638,0,0,0,0,4.5,0,0,0,MIGUEL SILVA,N,0,2009-2010,EDINBURG,US,TX,408 PERSIMMON AVE,78539,2010-11-10,C,S,2010-11-23,2010-11-10,C,0,I,10,10,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,MONTE L NOREN TRUCKING,1000758,0,0,0,5.51,391981601,0,0,0,0,4.5,0,0,0,MONTE L NOREN,N,0,2009-2010,BLAIR,US,WI,227 MILL ROAD,54616,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000788,0,0,0,5.51,400002043,0,0,0,0,4.5,0,0,0,RICKY M REYNOLDS,N,0,2009-2010,EUGENE,US,OR,27716 CLEAR LAKE RD,97402,2009-12-11,C,C,2010-02-15,2009-12-11,C,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,1000,0,u,N,0,u,0,N,I,0,0,1000791,0,0,0,5.51,383519730,0,0,0,0,4.5,0,0,0,MLC TRUCKING LLC,N,0,2009-2010,LANSING,US,MI,7262 LANSING ROAD,48917,2004-03-31,C,S,2004-04-07,2004-03-31,C,0,I,4,3,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000794,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,TRANSPORT PETIT VILLENEUVE INC,N,0,2009-2010,STE-HELENE,CA,QC,549 RANG 3,J0H 1M0,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000796,0,0,0,5.51,412022298,0,0,0,0,4.5,0,0,0,ENDEAVOR TRANSPORTATION INC,N,0,2009-2010,MOTLEY,US,MN,33689 SUNRISE LANE,56466,0,0,0,0,0,0,0,I,2,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000802,0,0,0,5.51,43568918,0,0,0,0,4.5,0,0,0,MCCUE TRANSPORT,N,0,2009-2010,BURLINGTON,US,VT,179 ELMWOOD AVE 4,05401,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000805,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,MIDCAL TRANSPORT INC,N,0,2009-2010,BAKERSFIELD,US,CA,8001 SNOWBIRD ST,93307,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,GST TRANSPORT,1000809,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,GURMAIL SINGH,N,0,2009-2010,FRESNO,US,CA,8326 CHERBOURGH WAY,95210,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,BUBBAS TRANSPORT,1000810,0,0,0,5.51,830337341,0,0,0,0,4.5,0,0,0,ROBERT L PRADER,N,0,2009-2010,REDGRANITE,US,WI,W2961 COUNTY Q,54970,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,5000,0,u,N,0,u,0,I,N,0,0,1000816,0,0,0,5.51,412021465,0,0,0,0,4.5,0,0,0,MESSIAH MINISTRIES INTERNATIONAL LLC,N,0,2009-2010,SAUK RAPIDS,US,MN,120 SUMMIT AVE SO,56379-1849,2008-03-20,C,S,2008-03-28,2008-03-20,C,0,I,2,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,CORCHAY TRANSPORT,1000824,0,0,0,5.51,20551244,0,0,0,0,4.5,0,0,0,ALLISON M MCCOTTRY,N,0,2009-2010,JACKSONVILLE,US,FL,10150 BELLE RIVE BLVD APT 708,32256,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000825,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,FULLER TRUCKING LLC,N,0,2009-2010,SPARKS,US,NV,57 E FREEPORT BLVD,89431,0,0,0,0,0,0,0,I,2,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000828,0,0,0,5.51,521876769,0,0,0,0,4.5,0,0,0,HELLION TRUCKING LLC,N,0,2009-2010,EASTON,US,MD,10208 HAILEM SCHOOL RD,21601,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,u,0,0,u,N,0,u,0,N,I,0,J ALPIN,1000830,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,JAVIER ALFREDO PINEDA,N,0,2009-2010,CD JUAREZ,MX,CI,RAMON ALCANZA # 6621,MEXICO,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,2 K TRANSPORTATION,1000835,0,0,0,5.51,300030108,0,0,0,0,4.5,0,0,0,TIMOTHY A KRAL,N,0,2009-2010,HARVARD,US,NE,902 N CLAY BOX 544,68944,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,AAT CO,1000841,0,0,0,5.51,562348225,0,0,0,0,4.5,0,0,0,ART & ANTIQUE TRANSPORTATION CO LLC,N,0,2009-2010,DOUGLAS,US,MA,32 DOWNS RD,01516,0,0,0,0,0,0,0,I,3,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000854,0,0,0,5.51,800002741,0,0,0,0,4.5,0,0,0,MODULAR TRANSPORTATION GROUP INC,N,0,2009-2010,SPRINGFIELD,US,VA,7102 STERLING GROVE DR,22150,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,D E P EXPRESS INC,1000864,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,D E P ENTERPRISES INC,N,0,2009-2010,ACWORTH,US,GA,4821 THICKET PATH,30102,0,0,0,0,0,0,0,I,4,1,0,0,0,0,20.72,A,Interstate
N,0,Y,750,0,u,N,0,u,0,N,I,0,JOSHUA TRUCKING,1000873,0,0,0,5.51,752921653,0,0,0,0,4.5,0,0,0,BETTY JOSHUA,N,2003-12-11,2009-2010,FORT WORTH,US,TX,13895 US HWY 287,76179,2003-05-06,C,S,2003-05-07,2003-05-06,C,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,RC TRANSPORT,1000877,0,0,0,5.51,954861308,0,0,0,0,4.5,0,0,0,COLLEEN M MILLER,N,0,2009-2010,LOS ANGELES,US,CA,17 QUIET CANYON CIRCLE,91766,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,N,0,BOTTOM TO TOP LINE,1000883,0,0,0,5.51,954767876,0,0,0,0,4.5,0,0,0,JACKIE C & BELMONDO A LYEW,N,0,2009-2010,PALMDALE,US,CA,37132 KELLY CT,93550,0,0,0,0,0,0,0,I,2,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,I,0,0,1000888,0,0,0,5.51,431947182,0,0,0,0,4.5,0,0,0,HEUISER FARMS LLC,N,0,2009-2010,SIKESTON,US,MO,1526 STATE HIGHWAY 114,63801,0,0,0,0,0,0,0,I,2,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,SAMPSON TRUCKING,1000895,0,0,0,5.51,352111263,0,0,0,0,4.5,0,0,0,CHRISTOPHER SAMPSON,N,0,2009-2010,MOROCCO,US,IN,107 W COLLEGE AVE,46963,0,0,0,0,0,0,0,I,2,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,BAX10 TRANSPORT,1000920,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,RODNEY BAXTER,N,0,2009-2010,KENNESAW,US,GA,2687 MCCOLLUM PARKWAY,30144,0,0,0,0,0,0,0,I,2,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,ROLINE,1000923,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,MARIN BANICA,N,0,2009-2010,TWIN FALLS,US,ID,1970 SHOUP AVE EAST,83301,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000934,0,0,0,5.51,364324029,0,0,0,0,4.5,0,0,0,D M ENGLER TRUCKING INC,N,0,2009-2010,BURLINGTON,US,WI,W685 MARIONDALE ROAD,53105,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000941,0,0,0,5.51,352059715,0,0,0,0,4.5,0,0,0,ONYETT FABRICATORS INC,N,0,2009-2010,PETERSBURG,US,IN,3377 NORTH STATE RD 57,47567,0,0,0,0,0,0,0,I,66,28,0,0,0,0,20.72,A,Interstate
Y,750,Y,750,0,u,N,0,u,0,A,N,0,0,1000942,0,0,0,5.51,582648183,0,0,0,0,4.5,0,0,0,STUMP JUMPER CONSTRUCTION INC,N,0,2009-2010,COLQUITT,US,GA,1027 HIGHWAY 45 NORTH,31737,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,JIMMY FANELLI TRUCKING,1000961,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,JIMMY J FANELLI,N,0,2009-2010,REDMOND,US,OR,2207 SW 29TH ST,97756,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,S & K TRANSPORT,1000967,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,KAMONE KHANTHAROTH,N,0,2009-2010,SAN ANTONIO,US,TX,20397 SPANISH GRANT,78264,0,0,0,0,0,0,0,I,2,1,0,0,0,0,20.72,A,Interstate
Y,2000,Y,750,0,u,N,5,Y,0,A,N,0,0,1000969,0,0,0,5.51,800005360,0,0,0,0,4.5,0,0,0,ALL MY SONS MOVING & STORAGE OF MELBOURNE LLC,N,0,2009-2010,COCOA,US,FL,2459750 WEST AVENUE,32927,0,0,0,0,0,0,0,I,7,3,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000973,0,0,0,5.51,753045347,0,0,0,0,4.5,0,0,0,D L B TRUCKING LLC,N,0,2009-2010,HOUSTON,US,TX,11203 SAGEVALE LANE,77089,0,0,0,0,0,0,0,I,1,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,N,0,0,1000979,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,V & G TRUCKING INC,N,0,2009-2010,RICHMOND,US,VA,6901 MASON RUN DRIVE,23234,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000994,0,0,0,5.51,300028339,0,0,0,0,4.5,0,0,0,R C PETERSON,N,0,2009-2010,MADRID,US,IA,1695 334TH ROAD,50156,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,Y,0,I,N,0,ALL-AMERICAN VAN LINES,1000996,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,TODD W MCGATHEY,N,0,2009-2010,CROSSVILLE,US,TN,1502 FRED FORD RD,38571,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000998,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,COASTLINE TRANSPORTATION INC,N,0,2009-2010,WESTMINSTER,US,CO,8909 FIELD STREET # 100,80021,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,WM MCMILLION TRUCKING,1001005,0,0,0,5.51,300015625,0,0,0,0,4.5,0,0,0,WADE MICHAEL MCMILLION,N,0,2009-2010,GOLDSBORO,US,NC,509 ROBERTS ST,27530,0,0,0,0,0,0,0,I,1,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,N,0,CAL-O-WEST TRANSPORTATION,1001016,0,0,0,5.51,10576730,0,0,0,0,4.5,0,0,0,ABEL ALCOCER & RAUL BOBADILLA,N,0,2009-2010,SALIDA,US,CA,5417 TOBIO WAY,95368,0,0,0,0,0,0,0,I,2,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,CRAZY HORSE TRUCKING,1001021,0,0,0,5.51,300155120,0,0,0,0,4.5,0,0,0,ADAM REHM,N,0,2009-2010,IOWA FALLS,US,IA,20246 CO HWY C73,50126-8840,2011-03-14,C,C,2011-05-28,2011-03-14,C,0,I,5,5,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,KULAR TRANSPORT,1001023,0,0,0,5.51,911754890,0,0,0,0,4.5,0,0,0,SWARN SINGH,N,0,2009-2010,BELLINGHAM,US,WA,954 WEST SMITH ROAD,98226,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,Y,0,I,N,0,0,1001032,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,RELOCATION LONG-DISTANCE MOVING INC,N,0,2009-2010,LINCOLNWOOD,US,IL,3737 MORSE,60712,0,0,0,0,0,0,0,I,2,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,1000,0,u,N,0,u,0,I,N,0,THOMAS BLAKE TRUCKING,1001035,0,0,0,5.51,481223784,0,0,0,0,4.5,0,0,0,THOMAS D BLAKE,N,0,2009-2010,WOODBINE,US,KS,8 NORTH BROADWAY,67492,2011-09-20,N,0,0,2011-09-20,N,0,I,1,0,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,N,0,0,1001039,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,BLU-BY-U TRANSPORT INC,N,0,2009-2010,SPRINGFIELD,US,MO,5590 S AARON AVE,65810,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,1000,Y,750,0,u,N,0,u,0,N,A,0,0,1001047,0,0,0,5.51,353627305,0,0,0,0,4.5,0,0,0,MANN TRANSPORTATION COMPANY,N,0,2009-2010,KALAMAZOO,US,MI,2110 LAKE STREET,49003,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1001050,0,0,0,5.51,582334134,0,0,0,0,4.5,0,0,0,VIRGINIA JACKSON HARDMAN,N,0,2009-2010,COLUMBUS,US,GA,941 CHESAPEAKE WAY,31907,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,u,0,0,u,N,0,u,0,N,I,0,AUTOTRANSPORTES STAL,1001054,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,JESUS MIGUEL ORTEGA GONZALEZ,N,0,2009-2010,GONZALEZ,MX,TA,KM 1 CAMINO A SANTA FE,89700,0,0,0,0,0,0,0,I,2,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,WILSON AND SON TRUCKING,1001055,0,0,0,5.51,300089342,0,0,0,0,4.5,0,0,0,J LEON WILSON SR,N,0,2009-2010,PENDERGRASS,US,GA,3638 HOLLY SPRINGS RD,30567,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,NATIONAL COURIER,1001058,0,0,0,5.51,271041277,0,0,0,0,4.5,0,0,0,1553 HARLEM ROAD INC,N,0,2009-2010,TONAWANDA,US,NY,1166 NIAGARA FALLS BLVD,14120,0,0,0,0,0,0,0,I,2,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,N,0,J & J TRANSPORT,1001060,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,JUAN D GARCIA,N,0,2009-2010,WESLACO,US,TX,1918 E 25TH,78596,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,u,0,0,u,N,0,u,0,A,I,0,DISTRIBUIDORA OLPEGA,1001063,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,OLGA VILLARREAL,N,0,2009-2010,MONTERREY,MX,NL,RIO SALADO #380,64190,2005-05-09,C,S,2005-08-02,2005-05-09,C,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1001072,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,LEIF E SNODDY,N,0,2009-2010,BUNKIE,US,LA,1926 HIGHWAY 115,71322,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,I,0,0,1001078,0,0,0,5.51,20158840,0,0,0,0,4.5,0,0,0,EXTREME CONTRACTING LLC,N,0,2009-2010,FORISTELL,US,MO,1367 SNEAK RD,63348,2002-11-06,C,0,0,2002-11-06,C,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1001079,0,0,0,5.51,260007696,0,0,0,0,4.5,0,0,0,KEITH & EVERETT TRANSPORTATION INC,N,0,2009-2010,JESSUP,US,MD,7810 CLARK RD C-26,20794,0,0,0,0,0,0,0,I,3,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1001087,0,0,0,5.51,841562620,0,0,0,0,4.5,0,0,0,J & J TRUCKING INC,N,0,2009-2010,EATON,US,CO,50 CHERRY AVE UNIT 11,80615,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,1000,0,u,N,0,u,0,N,I,0,0,1001092,0,0,0,5.51,300028113,0,0,0,0,4.5,0,0,0,P A K EXPRESS INC,N,0,2009-2010,WESTVILLE,US,IL,202 DOLAK ST,61883,0,0,0,0,0,0,0,I,2,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,JOHN T CLINT TRUCKING,1001095,0,0,0,5.51,383653445,0,0,0,0,4.5,0,0,0,JOHN THOMAS CLINT,N,0,2009-2010,SAN DIEGO,US,CA,1351 DIAMOND ST,92109,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1001096,0,0,0,5.51,233093700,0,0,0,0,4.5,0,0,0,STEWART TRANSPORTATION INC,N,0,2009-2010,KING OF PRUSSIA,US,PA,282 LINCOLN RD,19406,0,0,0,0,0,0,0,I,3,3,0,0,0,0,20.72,A,Interstate
Y,0,Y,1000,0,u,N,0,u,0,N,I,0,0,1001105,0,0,0,5.51,631243254,0,0,0,0,4.5,0,0,0,JF MIMS & CO LLC,N,0,2009-2010,ATMORE,US,AL,7031A JACK SPRINGS ROAD,36502,0,0,0,0,0,0,0,I,3,3,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,I,0,BERGMAN TRUCKING,1001115,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,LAURENCE KEITH BERGMAN II,N,0,2009-2010,LONE JACK,US,MO,10222 S CORN RD,64070,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,N,0,0,1001129,0,0,0,5.51,954863224,0,0,0,0,4.5,0,0,0,CESAR ALEMAN,N,0,2009-2010,POMONA,US,CA,2286 CONCORD AVE,91768,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1001130,0,0,0,5.51,870674804,0,0,0,0,4.5,0,0,0,BILLY A COHIN,N,0,2009-2010,PHOENIX,US,AZ,6934 W HAZELWOOD,85033,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,u,0,0,u,N,0,u,0,N,I,0,0,1001137,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,ANGEL AGUAYO RIVAS,N,0,2009-2010,CD JUAREZ,MX,CI,MARFIL # 5416,32290,0,0,0,0,0,0,0,I,2,2,0,0,0,0,20.72,A,Interstate
Y,0,u,0,0,Y,N,0,u,0,N,N,0,LOBSTER MARKET,1001142,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,DAVID METIVIER,N,0,2009-2010,FALMOUTH,US,ME,2 HARDY RD,04105-2417,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,RON BUTTERFIELD TRANSPORT,1001145,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,RONALD D BUTTERFIELD,N,0,2009-2010,KINGMAN,US,AZ,920 AUTNITA OBERGON,86401,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1001148,0,0,0,5.51,208978591,0,0,0,0,4.5,0,0,0,TRI STATE XPRESS INC,N,0,2009-2010,HILLSIDE,US,IL,333 CENTER STREET,60162,2017-03-17,C,C,2017-05-30,2017-03-17,C,0,I,36,38,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1001150,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,FAIRCLOTH TRANSPORT INC,N,0,2009-2010,HOPE MILLS,US,NC,4245 LEGION RD,28348,0,0,0,0,0,0,0,I,5,5,0,0,0,0,20.72,A,Interstate
